11.55,14.24,14.91,12.71,11.69,11.15,12.29,12.36,8.835,7.631,8.311,7.33,11.26,10.13,11.34,10.19
1.616,1.831,2.055,1.746,1.632,1.572,1.699,1.71,1.315,1.181,1.257,1.148,1.583,1.46,1.592,1.47
1.636,1.199,1.059,1.248,1.323,1.415,1.046,1,1.915,2.194,1.48,2.203,1.45,1.263,1.417,1.657
8.593,5.666,5.666,4.56,6.774,4.809,6.7,4.894,6.323,4.503,6.953,3.998,7.014,5.117,7.501,4.594
0.1326,0.08515,0.1242,0.08048,0.1108,0.08646,0.09474,0.07562,0.1258,0.09147,0.109,0.1051,0.1112,0.0926,0.1124,0.09048
-1.552,-1.018,-1.903,-1.011,-1.59,-1.088,-1.237,-0.8562,-1.735,-1.003,-1.382,-1.608,-1.406,-1.309,-1.664,-1.269
16.3,10.68,16.69,9.279,14.62,10.21,12.95,8.557,15.43,8.736,13.13,11.95,13.36,11.53,15.84,11.44
