11.77,9.211,10.72,6.529,10.51,7.114,9.961,9.149,10.59,10.14,9.962,9.962,11.5,8.033,9.572,9.572,9.697,9.697,11.79,7.012,10.23,7.231,9.509,8.083,11.95,9.745,7.147,6.963,9.313,9.18,9.672,8.434
1.637,1.357,1.524,1.059,1.482,1.124,1.44,1.349,1.493,1.46,1.44,1.44,1.61,1.225,1.396,1.396,1.41,1.41,1.631,1.112,1.469,1.137,1.39,1.232,1.671,1.418,1.127,1.107,1.368,1.353,1.408,1.27
1,1.364,1.072,1.616,1,2.256,1.217,1.781,1,1.087,1.141,1.141,1.075,1.832,1.219,1.219,1.444,1.444,1,1.99,1.648,1.727,1,1.555,1,1.489,1.572,1.701,1.899,1.722,1.098,1.722
2.879,8,3.025,3.774,3.549,5.179,3.557,3.638,3.331,7.394,3.273,3.273,3.979,4.27,3.34,3.34,7.306,7.306,6.441,1.964,6.039,4.289,2.258,2.039,18.1,10.63,1.866,2.08,6.435,4.11,1.892,1.998
0.04934,0.0453,0.0451,0.03535,0.04439,0.05606,0.05204,0.04805,0.03799,0.06456,0.04675,0.04675,0.04186,0.06768,0.04604,0.04604,0.0525,0.0525,0.05982,0.04034,0.05645,0.04683,0.04137,0.04764,0.06369,0.05469,0.05692,0.03773,0.07786,0.04421,0.04171,0.04524
-0.5447,-0.2217,-0.5794,-0.4012,-0.5947,-0.7516,-0.4275,-0.6691,-0.4052,-0.571,-0.3448,-0.3448,-0.422,-0.8855,-0.3275,-0.3275,-0.4805,-0.4805,-0.3744,-0.5881,-0.3047,-0.4852,-0.2892,-0.864,-0.1659,-0.1118,-0.8791,-0.4966,-0.5989,-0.4422,-0.5538,-0.6364
6.911,8.677,5.319,5.245,8.129,10.36,4.554,6.883,6.24,10.31,3.839,3.839,7.004,9.691,3.527,3.527,9.992,9.992,4.719,5.418,6.884,7.534,3.155,7.891,13.11,10.21,6.962,5.699,8.074,7.427,5.835,6.471
