15.54,15.31,10.82,12.04,11.14,11.43,15.65,14.11,10.88,11.84,9.476,14.68,11.38,14.93,12.38,11.64
2.274,2.15,1.536,1.669,1.571,1.602,2.251,1.902,1.527,1.642,1.343,1.905,1.47,1.995,1.709,1.625
1.141,1.733,1.459,1.507,1.503,1.612,1.606,1.878,1,2.546,1.132,1.666,1.561,1.978,1.991,2.298
9.9,9.9,9.9,9.9,9.9,9.769,9.9,9.15,9.9,8.626,9.9,9.9,9.9,9.15,9.9,8.129
0.1015,0.08524,0.09832,0.09527,0.09616,0.08916,0.09215,0.08485,0.12,0.09676,0.1145,0.09573,0.1153,0.08599,0.08388,0.08459
-0.8851,-0.4662,-0.4172,-0.642,-0.5061,-0.2815,-0.5867,-0.5611,-1.278,-0.5479,-0.8201,-0.7579,-1.021,-0.4536,-0.2429,-0.3856
19.43,10.2,13.24,12.34,12.46,8.665,14.87,10.6,22.29,10.03,16.16,13,17.53,9.512,11.59,7.831
